"x","y","color","pen down?"
"0","266","15","true"
"0.01","77","15","true"
"0.02","26","15","true"
"0.03","42","15","true"
"0.04","2","15","true"
"0.05","16","15","true"
"0.06","4","15","true"
"0.07","1","15","true"
"0.09","23","15","true"
"0.1","4","15","true"
"0.11","1","15","true"
"0.15","25","15","true"
"0.16","4","15","true"
"0.17","3","15","true"
"0.19","2","15","true"
"0.22","1","15","true"
"0.36","1","15","true"
"0.58","1","15","true"
