"x","y","color","pen down?"
"9.207766654109183E-4","336","105","true"
"0.0012277022205478912","5","105","true"
"0.001534627775684864","1","105","true"
"0.0018415533308218366","61","105","true"
"0.0021484788859588095","16","105","true"
"0.0024554044410957823","1","105","true"
"0.002762329996232755","20","105","true"
"0.003069255551369728","7","105","true"
"0.003376181106506701","1","105","true"
"0.0036831066616436732","14","105","true"
"0.0039900322167806465","3","105","true"
"0.004296957771917619","2","105","true"
"0.004603883327054592","8","105","true"
"0.004910808882191565","3","105","true"
"0.005217734437328537","3","105","true"
"0.00552465999246551","4","105","true"
"0.006138511102739456","2","105","true"
"0.0073662133232873465","1","105","true"
"0.00767313887842432","1","105","true"
"0.007980064433561293","1","105","true"
"0.008593915543835238","1","105","true"
"0.00890084109897221","2","105","true"
"0.010742394429794048","1","105","true"
"0.01657397997739653","1","105","true"
"0.019336309973629284","1","105","true"
"0.019950161083903233","1","105","true"
"0.021791714414725067","1","105","true"
"0.02394019330068388","1","105","true"
"0.030385629958560305","1","105","true"
