"x","y","color","pen down?"
"6.177490171574972E-4","63","105","true"
"8.236653562099963E-4","35","105","true"
"0.0010295816952624955","28","105","true"
"0.0012354980343149944","88","105","true"
"0.0014414143733674934","12","105","true"
"0.0016473307124199926","82","105","true"
"0.0018532470514724918","23","105","true"
"0.002059163390524991","43","105","true"
"0.0022650797295774897","23","105","true"
"0.002470996068629989","15","105","true"
"0.002676912407682488","26","105","true"
"0.002882828746734987","7","105","true"
"0.003088745085787486","8","105","true"
"0.003294661424839985","5","105","true"
"0.0035005777638924844","7","105","true"
"0.0037064941029449835","8","105","true"
"0.003912410441997483","7","105","true"
"0.004118326781049982","3","105","true"
"0.00432424312010248","1","105","true"
"0.004530159459154979","2","105","true"
"0.004736075798207479","1","105","true"
"0.005147908476312477","1","105","true"
"0.005353824815364976","1","105","true"
"0.005971573832522473","1","105","true"
"0.006177490171574972","1","105","true"
"0.006383406510627471","1","105","true"
"0.00658932284967997","1","105","true"
"0.007824820883994965","1","105","true"
"0.01111948230883495","1","105","true"
"0.012149064004097446","1","105","true"
"0.012766813021254942","1","105","true"
"0.014620060072727434","1","105","true"
"0.014825976411779934","1","105","true"
"0.02038571756619741","1","105","true"
