"x","y","color","pen down?"
"1","341","5","true"
"2","78","5","true"
"3","28","5","true"
"4","18","5","true"
"5","13","5","true"
"6","7","5","true"
"7","2","5","true"
"8","1","5","true"
"9","2","5","true"
"10","3","5","true"
"13","1","5","true"
"19","1","5","true"
"23","2","5","true"
"25","1","5","true"
"29","1","5","true"
"36","1","5","true"
