"x","y","color","pen down?"
"0.17","8","35","true"
"0.18","25","35","true"
"0.19","42","35","true"
"0.2","52","35","true"
"0.21","58","35","true"
"0.22","92","35","true"
"0.23","69","35","true"
"0.24","49","35","true"
"0.25","28","35","true"
"0.26","47","35","true"
"0.27","17","35","true"
"0.28","5","35","true"
"0.29","4","35","true"
"0.3","1","35","true"
"0.32","1","35","true"
"0.34","1","35","true"
"0.35000000000000003","1","35","true"
