"x","y","color","pen down?"
"6.063998020973105E-4","24","105","true"
"7.579997526216382E-4","3","105","true"
"9.095997031459658E-4","61","105","true"
"0.0010611996536702933","13","105","true"
"0.001212799604194621","34","105","true"
"0.0013643995547189488","52","105","true"
"0.0015159995052432763","17","105","true"
"0.0016675994557676039","64","105","true"
"0.0018191994062919316","21","105","true"
"0.0019707993568162593","52","105","true"
"0.0021223993073405866","29","105","true"
"0.0022739992578649144","22","105","true"
"0.002425599208389242","24","105","true"
"0.00257719915891357","8","105","true"
"0.0027287991094378976","17","105","true"
"0.002880399059962225","7","105","true"
"0.0030319990104865527","10","105","true"
"0.0031835989610108804","11","105","true"
"0.0033351989115352077","5","105","true"
"0.0034867988620595355","4","105","true"
"0.003789998763108191","4","105","true"
"0.003941598713632519","2","105","true"
"0.004093198664156846","1","105","true"
"0.004244798614681173","1","105","true"
"0.0043963985652055015","1","105","true"
"0.004547998515729829","1","105","true"
"0.004699598466254157","2","105","true"
"0.005002798367302812","1","105","true"
"0.00515439831782714","1","105","true"
"0.0056091981694001225","1","105","true"
"0.005912398070448778","1","105","true"
"0.00833799727883802","1","105","true"
"0.008944397080935331","1","105","true"
"0.010460396586178606","1","105","true"
"0.011218396338800245","1","105","true"
"0.011673196190373228","1","105","true"
