"x","y","color","pen down?"
"1","98","5","true"
"2","127","5","true"
"3","107","5","true"
"4","76","5","true"
"5","38","5","true"
"6","17","5","true"
"7","20","5","true"
"8","2","5","true"
"9","2","5","true"
"10","4","5","true"
"11","1","5","true"
"13","1","5","true"
"15","1","5","true"
"20","1","5","true"
"24","2","5","true"
"27","1","5","true"
"29","1","5","true"
"40","1","5","true"
