"x","y","color","pen down?"
"1","10","5","true"
"2","31","5","true"
"3","62","5","true"
"4","72","5","true"
"5","97","5","true"
"6","69","5","true"
"7","53","5","true"
"8","42","5","true"
"9","21","5","true"
"10","21","5","true"
"11","6","5","true"
"12","1","5","true"
"13","4","5","true"
"14","3","5","true"
"15","1","5","true"
"17","1","5","true"
"21","1","5","true"
"24","1","5","true"
"27","1","5","true"
"31","2","5","true"
"41","1","5","true"
