"x","y","color","pen down?"
"0.2","8","35","true"
"0.21","18","35","true"
"0.22","27","35","true"
"0.23","42","35","true"
"0.24","76","35","true"
"0.25","80","35","true"
"0.26","83","35","true"
"0.27","63","35","true"
"0.28","56","35","true"
"0.29","22","35","true"
"0.3","14","35","true"
"0.31","5","35","true"
"0.33","2","35","true"
"0.34","2","35","true"
"0.36","1","35","true"
"0.38","1","35","true"
