"x","y","color","pen down?"
"0.22","1","35","true"
"0.23","4","35","true"
"0.24","14","35","true"
"0.25","38","35","true"
"0.26","67","35","true"
"0.27","82","35","true"
"0.28","99","35","true"
"0.29","78","35","true"
"0.3","62","35","true"
"0.31","30","35","true"
"0.32","16","35","true"
"0.33","2","35","true"
"0.34","2","35","true"
"0.35000000000000003","1","35","true"
"0.36","1","35","true"
"0.37","1","35","true"
"0.38","1","35","true"
"0.4","1","35","true"
