"x","y","color","pen down?"
"0.1","4","35","true"
"0.11","7","35","true"
"0.12","25","35","true"
"0.13","25","35","true"
"0.14","59","35","true"
"0.15","47","35","true"
"0.16","87","35","true"
"0.17","48","35","true"
"0.18","57","35","true"
"0.19","49","35","true"
"0.2","25","35","true"
"0.21","2","35","true"
"0.22","25","35","true"
"0.23","35","35","true"
"0.24","2","35","true"
"0.26","1","35","true"
"0.29","1","35","true"
"0.3","1","35","true"
